Recipe Name,Recipe ID,Preparation Time (min),nutrition,Number of Steps,Steps,Description,Products,Number of Products,Taste Rating,Shelf Time
fancy apricot chicken,101111,210,"[844.7, 68.0, 44.0, 16.0, 79.0, 86.0, 22.0]",15,"['preheat oven to 475f , line the bottom of a 9""-13"" pan with foil', 'remove the giblets from the chicken and just throw them away', 'dry the bird off and place it , breast side up , in the lined pan', 'stuff the bird with as many apricots and onion pieces as you can then just toss the ones that would fit around the bird stuff the cinnamon sticks , one under each breast , inside the bird', 'smear the butter , curry powder , and cayenne all over the top and sides of the chicken', 'cook for 20 minutes in the 475f oven then loosely cover with foil , turn the oven to 350f and cook for 2 1 / 2 to 3 hours more', 'when the bird is down , remove from the oven and spit it open down the back bone', 'turn oven down to 250f', 'remove the apricots and onion from inside and around the bird and place them in a blender or food processor', 'finish carving the bird and set it aside', 'line another 9""-13"" pan with foil pour the rice into the pan and stir in the butter and curry powder', 'place the chicken on top of the rice and set aside', 'add all the ingredients for the sauce plus 1 / 4 cup reserved apricot syrup to the blender or food processor with the cooked apricots and onion', 'blend until smooth then pour over the chicken', 'return to the 250f oven for 15 minutes']","this is one of those recipes that i feel could be in a restaurant. i was so proud or the end result i got from this after thinking on it for 4 days; planning out the seasoning, the sauce, the apricots. it was allot of thinking, but it was soooo worth it. i couldn't of asked for a better product.","['whole chickens', 'apricot halves in light syrup', 'white onion', 'cinnamon sticks', 'garlic', 'butter', 'curry powder', 'cayenne pepper', 'cooked white rice', 'sour cream', 'salt']",11,8,25
greens coleslaw,364843,20,"[114.5, 10.0, 42.0, 6.0, 1.0, 2.0, 4.0]",11,"['stack 3 or 4 collard leaves flat on work surface', 'roll tightly into a cylinder , hold together , and thinly slice to make narrow strips', 'coarsely chop strips once sliced', 'repeat with remaining leaves , and transfer to large bowl', 'stir in carrots , onion , and bell pepper', 'whisk together vinegar , sugar , oil , mustard , celery seed , salt , and pepper in small saucepan , and bring to a boil , whisking to dissolve sugar', 'remove from heat , and pour hot vinegar mixture over greens and vegetable mixture', 'stir to coat vegetables with dressing', 'season with salt and pepper , if desired', 'cover , and chill 4 hours or overnight', 'serve as a side dish or use instead of lettuce to top a vegetarian barbeque !']","the hot dressing poured over this salad slightly wilts the greens without cooking them. chilling the salad lets the flavors develop. you can use collard greens, swiss chard, flat leaf kale, beet greens, even spinach! adapted from vegetarian times magazine.","['greens', 'carrots', 'sweet onion', 'red bell pepper', 'rice vinegar', 'sugar', 'canola oil', 'mustard powder', 'celery seed', 'salt', 'ground black pepper']",11,1,2
holly ham and cheese sandwich wreath,15442,65,"[157.0, 16.0, 0.0, 29.0, 26.0, 26.0, 0.0]",20,"['unroll dough and place side by side on a baking sheet with small sides touching', 'pinch to seal', 'cut a 2 inch strip from one short side and set aside', 'brush the remaining dough with mustard to 1 / 2 inch of the edges', 'top with ham and cheese', 'roll up jelly roll style , starting with a long side', 'pinch seam to seal', 'place seam side down on ungreased cookie sheet or pizza pan forming into a circle', 'pinch ends to seal', 'beat 1 egg yolk and brush over dough', 'bake at 350 degrees for 30 minutes', 'meanwhile , for glaze , beat remaining egg yolk and divide into 2 small dishes or custard cups', 'tint one green and one red with food coloring', 'on a floured surface , roll out remaining dough to 1 / 8 inch thickness', 'use a small cookie cutter or cut out 9 holly leaves about 2 inches long using a small paring knife', 'apply green glaze to the leaves', 'shape remaining dough into 9 small balls for holly berries', 'brush with red glaze', 'arrange leaves and berries in groups of three on the hot dough', 'bake 5 minutes longer or until wreath is golden brown']",a nice brunch sandwich for your holiday guests and family to hold them over until your holiday dinner is ready.,"['prepared pizza crust', 'deli ham', 'cheddar cheese', 'spicy mustard', 'eggs', 'red food coloring', 'green food coloring']",7,1,18
smoked southern baby back ribs,313392,20,"[1069.3, 122.0, 203.0, 101.0, 16.0, 55.0, 29.0]",32,"['take the olive oil with a basting brush and go over all sides of the ribs', 'after you fo this , sprinkle the rub on both sides of the pork', 'if you run out , just mix some more', 'i am a heavy rub girl so i like a lot ! the sauce is last portion of the ingredients', 'start with the bbq sauce and work your way down', 'now its time to prepare your smoker', 'if you do not have a smoker , you can do this with a regular grill to get the same smoke flavor', 'if you do not have a smoker , just go to the end of the directions for smoking and you will see how to do it with a grill', 'i have an upright , cylinder shaped , 2 tier smoker made by brinkman', 'i buy hickory wood chunks from home depot or walmart', 'i will put 4 or 5 in a pan of water to soak for about an hour', 'i light my coals and let them burn until the coals turn ashy of the sides', 'i add my soaked wood and water pan / drip pan ontop of that', 'i close the lid so it can get up to temperature', 'after about half an hour , i place the ribs in the smoker and leave them alone for atleast 2 hours', 'you want to maintain a constant temperature in the smoker of about 200 to 220 degrees', 'the secret to fall-off-the-bone ribs is cooking them low and slow', 'do not even take the top off for 2 hours', 'after 2 hours , take them off and wrap in aluminum foil', 'add more wet or dry wood chunks to the bottom bowl', 'close the lid and let them cook another hour and a half', 'if you choose to add sauce , this is the time to do it', 'open the aluminum foil and pour my sauce over them', 'after about 30 more minutes , you have the finest ribs that you have ever had !', 'now , if you do not have a smoker i recommend you get one', ""it's only $39 at home depot"", 'prepare your grill with coals and place wet hickory wood chunks all around ontop of the coals', 'place ribs on the grill and let them cook about 30 minutes , turning them over after 15 minutes', 'afterwards , wrap in aluminum foil and place back onto grill', 'let them cook an additional 30 minutes', 'pour my sticky sauce over them in the foil and let cook additional 15 minutes', 'remove and enjoy !']","i love this recipe because there are some people out there who just really have no clue when it comes to great bbq. being from the south, i know what great bbq is. i wish everyone could have the blessing of eating great bbq the way my family does. in this recipe i will include a rub for the ribs and an easy sauce that is finger licking good! i hope you enjoy the recipe!","['seasoning salt', 'garlic salt with parsley', 'onion powder', 'chili powder', 'cayenne pepper', 'fresh coarse ground black pepper', 'olive oil', 'barbecue sauce', 'yellow mustard', 'brown sugar', 'worcestershire sauce']",11,10,8
turkey jerk burgers,175408,30,"[302.7, 17.0, 13.0, 37.0, 48.0, 15.0, 8.0]",7,"['preheat large nonstick skillet or grillpan to med-high', 'combine turkey through salt in a medium bowl', 'form into 4 patties no more than 1"" thick', 'spray pan with non-stick spray , then place burgers in pan', 'cook 6 minutes on each side', 'squeeze lime juice over patties before removing from pan', 'serve on toasted buns with mango salsa']","another great, easy rachael ray recipe.  the original was served with papaya salsa, but i prefer mango salsa.","['ground turkey', 'garlic clove', 'scallions', 'serrano pepper', 'gingerroot', 'fresh thyme', 'allspice', 'nutmeg', 'black pepper', 'coarse salt', 'lime', 'hamburger buns', 'mango salsa']",13,2,7
palak ki puri   a puri made of fresh spinach,8915,50,"[81.6, 0.0, 1.0, 7.0, 7.0, 0.0, 5.0]",13,"['clean and wash spinach', 'place in a pan with little water and onion', 'cook until tender', 'drain and grind to a paste', 'sift flour and salt in a large bowl', 'add spinach and milk to make a stiff dough', 'knead the dough well', 'divide it into 20 parts', 'roll them out into round puris of 3"" diameter each', 'heat oil in a deep frying pan and fry 1 or 2 puris at a time', 'turn once', 'remove when both sides are cooked', 'serve hot with youghurt']","i made this today for dinner and all at home loved it! for one thing, its very nutritious and for another, its tasty and a nice variation from the usual white colour roti.","['wheat flour', 'spinach', 'onion', 'milk', 'salt', 'oil']",6,2,3
artichoke gratinata,225599,25,"[323.6, 29.0, 5.0, 34.0, 16.0, 33.0, 6.0]",10,"['preheat oven to 450f', 'warm the olive oil in a heavy bottom skillet over medium-high heat', 'add the garlic and cook for 1 minute', 'add the artichoke hearts , parsley , salt , pepper , and red pepper flakes and cook until the artichoke hearts are starting to brown at the edges , about 3 minutes', 'add the chicken broth and wine and simmer for 3 minutes', 'transfer the artichoke mixture to a 2-quart baking dish', 'melt the butter in the same skillet used to cook the artichokes', 'in a small bowl , mix the melted butter with the bread crumbs', 'stir in parmesan and top the artichokes with the bread crumb mixture', 'bake until the top is golden , about 10 minutes']","this is a giada delaurentis recipe that i just love. the breadcrumbs and butter over the top, browned nicely, makes this a delicious dish.","['olive oil', 'garlic clove', 'frozen artichoke heart', 'fresh parsley', 'salt', 'black pepper', 'red pepper flakes', 'chicken broth', 'marsala wine', 'butter', 'plain breadcrumbs', 'parmesan cheese']",12,10,20
lemon mustard chicken,44697,65,"[432.9, 50.0, 0.0, 5.0, 64.0, 41.0, 0.0]",7,"['skin chicken', 'place chicken pieces , bone side up on unheated rack of a broiler pan', 'broil 4-5 inches from the heat , about 20 minutes or until light brown', 'meanwhile in a bowl stir together oil , mustard , lemon juice , lemon pepper seasoning , oregano and red pepper', 'brush mustard mixture onto chicken', 'turn chicken , brush with remaning mixture', 'broil for 5-15 minutes more or until chicken is no longer pink']",,"['chicken pieces', 'cooking oil', 'dijon-style mustard', 'lemon juice', 'lemon pepper seasoning', 'dried oregano', 'ground red pepper']",7,4,12
oooey gooey  for the grill,124007,25,"[219.2, 10.0, 125.0, 0.0, 3.0, 19.0, 14.0]",6,"['slice bananas 1 / 2 inch thick', 'divide bananas , marshmallows , pineapple cubes and chocolate chips among 12 inch square double thickness foil', 'shape foil to make cup but do not enclose', 'add reserved pineapple juice', 'place on grill and grill for 15 minutes or until marshmallows begin to brown and chocolate is melted', 'serve at once']",a fun desert for your next barbeque.,"['firm bananas', 'mini marshmallows', 'canned pineapple chunk', 'chocolate chips', 'pineapple juice']",5,8,6
slow cooker barbecue,73356,550,"[488.7, 53.0, 11.0, 28.0, 65.0, 68.0, 3.0]",6,"['place roast into slow cooker', 'sprinkle with garlic and onion powders , salt and pepper', 'pour bar-b-que sauce over meat', 'cook on low for 6 to 8 hours', 'remove meat from cooker , shred and return to cooker for 1 more hour', 'serve hot']","it doesn't get much easier. serve on toasted buns, add your favorite side dishes, and there you go.","['boneless chuck roast', 'garlic powder', 'onion powder', 'salt and pepper', 'barbecue sauce']",5,3,20
cream cheese turtle cake,38182,70,"[765.0, 62.0, 296.0, 16.0, 15.0, 75.0, 33.0]",25,"['for cake: preheat oven to 350', 'butter and flour 13x9x2-inch metal cake pan', 'sprinkle 1 / 2 cup almonds and 1 / 2 cup pecans over bottom of pan', 'combine cake mix , 1 1 / 4 cups water , oil , and eggs in large bowl', 'using electic mixer , beat at low speed until mixture is moistened , about 30 seconds', 'beat at medium speed 2 minutes', 'pour batter into pan', 'melt buttter in medium saucepan over medium-low heat', 'gradually stir in powdered sugar', 'stir in cream cheese', 'whisk until smooth , about 1 miute', 'pour cream cheese mixture in large ribbons atop cake batter in pan', 'using knife , swirl mixture into batter', 'bake cake until tester inserted into center comes out clean , about 50 minutes', 'cool cake in pan on rack', 'sprinkle remaining 1 / 2 cup almonds and 1 / 2 cup pecans over cake', 'for icing: mix sugar and cocoa in medium bowl', 'bring milk and buter to simmer in heavy medium saucepan', 'reduce heat to medium-low', 'add powdered sugar mixture and whisk until melted', 'add chocolate chips and whisk until smooth', 'mix in vailla', 'drizzle warm icing over cake', 'let stand until set , about 2 hours', 'drizzle caramel topping over']",from ,"['sliced almonds', 'pecans', 'german chocolate cake mix', 'water', 'vegetable oil', 'eggs', 'unsalted butter', 'powdered sugar', 'cream cheese', 'unsweetened cocoa powder', 'whole milk', 'vanilla extract', 'caramel topping']",13,9,23
